,voter,yes,no,veto,abstain,no_vote,valid_votes,total_votes,proposal_num,overall_match,cluster_match,overall_match_rate,cluster_match_rate,participation_rate,cluster_label, AutoStake  Slash Protected,BHarvest,Simply Staking,Chorus One,Forbole,01node, block pane ,WhisperNode ,Stakyio,Obi,Stakelyio,Citadelone, LavenderFive Nodes ,Coinage x DAIC,Keplr,MMS,FreshSTAKING,SmartNodes,Redelegate,Stakin,notional, Stake or Die ,Consensus One,Stakewollecom  Autocompound,NodeMonster,SpaceStake,Earn Network,Stashh,Huobi,cosmosrescue,w3coins,Colossus,HighStakesch  Stake for Airdrop,AgoraNodes,Tan,BwareLabs,Staked,Trivium  TriviumNetwork,StakeLab, CryptoCrew Validators IBCgang,HashQuark,Autism Staking,ChainofSecretsorg,Republic Crypto,Secret Express,nodevine,figment,CosmosPug,    secretanalyticsxyz,AART,Alter,AmberDAO,PathrockNetwork,Secret University  scrtuniversity,1 Fee and Free on Xmas  Secret Santa, ecret aturn  1 forever,EZStakingio,secretnftcom,Quiet monkey mind,REDACTED CLUB DAO,Mario  cap,ELYSIUM,Jackal DAO,Digiline,Vanasio  earn airdrops,securesecretsorg,Apeiron Nodes100 UptimeAirdrops,SCRT LabRador,StarShell,Mr Roboto s Secret,AnonDAO,Order of Secrets  1 fees,secretSauce ,SecretDog,hadowRealm,DELEGATE AWAY,SecretAlf,Crypto Chemistry ,Secret Keeper,secret underground,Ronin Ventures,secretchaingirl,Stake and Eggs,Shutdown  please redelegate,0 Fee 2024   melea,SerGo,POSTHUMAN  DVS,Outlier Ventures,DELEGATE AWAY  Going offline soon,StakeKY,Chilly Waifu Validation Chill Validation,HorseshoeCapital,XavierCapital,Stealth Staking,DomeriumLabs,Jamama,Pulsr,CoinBevy,please delegate to new avaulto node,legume,HBSecretNode,Artemisred,Clandestina X LavenderFive,Astrovault,shutting down 114,Avaulto,urtv72k9, ActiListio DApp,Finacash,MathWallet  Fenbushi,Lotus,CosmoBook  please redelegate,Lorem Ipsum Metaverse,Secret Network Africa,crosnest,zenopie  , Secret Jupiter  2 forever,Cosmonaut Stakes SCRT,AdamantFI,high_similarity_voters
99,legume,1,0,0,0,0,1,1,98,1,1,1.0,1.0,0.01020408163265306,2,0.01020408163265306,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01020408163265306,0.01020408163265306,0.0,0.01020408163265306,0.0,0.0,0.0,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01020408163265306,0.01020408163265306,0.0,0.0,0.0,0.01020408163265306,0.0,0.01020408163265306,0.0,0.0,0.0,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.0,0.01020408163265306,0.0,0.01020408163265306,0.0,0.0,0.0,0.01020408163265306,0.01020408163265306,0.0,0.01020408163265306,0.0,0.01020408163265306,0.0,0.01020408163265306,0.0,0.01020408163265306,0.01020408163265306,0.0,0.0,0.01020408163265306,0.01020408163265306,0.0,0.01020408163265306,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.01020408163265306,0.0,0.0,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.0,0.0,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
100,HBSecretNode,16,3,0,0,0,19,19,98,12,9,0.631578947368421,0.47368421052631576,0.19387755102040816,0,0.11224489795918367,0.12244897959183673,0.030612244897959183,0.12244897959183673,0.08163265306122448,0.08163265306122448,0.09183673469387756,0.15306122448979592,0.0,0.07142857142857142,0.10204081632653061,0.11224489795918367,0.15306122448979592,0.07142857142857142,0.030612244897959183,0.0,0.10204081632653061,0.01020408163265306,0.0,0.0,0.08163265306122448,0.08163265306122448,0.01020408163265306,0.11224489795918367,0.02040816326530612,0.0,0.0,0.061224489795918366,0.01020408163265306,0.0,0.030612244897959183,0.01020408163265306,0.11224489795918367,0.11224489795918367,0.0,0.0,0.0,0.061224489795918366,0.07142857142857142,0.09183673469387756,0.0,0.0,0.02040816326530612,0.0,0.10204081632653061,0.04081632653061224,0.0,0.05102040816326531,0.1326530612244898,0.0,0.05102040816326531,0.0,0.01020408163265306,0.08163265306122448,0.02040816326530612,0.12244897959183673,0.0,0.061224489795918366,0.1326530612244898,0.01020408163265306,0.030612244897959183,0.030612244897959183,0.04081632653061224,0.030612244897959183,0.01020408163265306,0.14285714285714285,0.030612244897959183,0.030612244897959183,0.05102040816326531,0.1326530612244898,0.0,0.030612244897959183,0.02040816326530612,0.12244897959183673,0.11224489795918367,0.0,0.061224489795918366,0.061224489795918366,0.14285714285714285,0.0,0.02040816326530612,0.15306122448979592,0.01020408163265306,0.030612244897959183,0.0,0.02040816326530612,0.030612244897959183,0.0,0.01020408163265306,0.0,0.1326530612244898,0.0,0.09183673469387756,0.01020408163265306,0.061224489795918366,0.04081632653061224,0.0,0.0,0.0,0.0,1.0,0.02040816326530612,0.01020408163265306,0.0,0.061224489795918366,0.030612244897959183,0.0,0.04081632653061224,0.08163265306122448,0.030612244897959183,0.0,0.0,0.0,0.0,0.02040816326530612,0.01020408163265306,0.01020408163265306,0.0,0.0,[]
101,Artemisred,16,1,0,10,0,27,27,98,15,11,0.5555555555555556,0.4074074074074074,0.2755102040816326,0,0.17346938775510204,0.1836734693877551,0.04081632653061224,0.1326530612244898,0.061224489795918366,0.15306122448979592,0.11224489795918367,0.16326530612244897,0.0,0.11224489795918367,0.17346938775510204,0.09183673469387756,0.11224489795918367,0.05102040816326531,0.0,0.0,0.10204081632653061,0.030612244897959183,0.0,0.02040816326530612,0.12244897959183673,0.09183673469387756,0.04081632653061224,0.061224489795918366,0.0,0.0,0.0,0.04081632653061224,0.02040816326530612,0.0,0.01020408163265306,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.04081632653061224,0.09183673469387756,0.14285714285714285,0.0,0.0,0.02040816326530612,0.01020408163265306,0.1326530612244898,0.04081632653061224,0.01020408163265306,0.07142857142857142,0.12244897959183673,0.0,0.10204081632653061,0.04081632653061224,0.030612244897959183,0.04081632653061224,0.02040816326530612,0.16326530612244897,0.02040816326530612,0.08163265306122448,0.16326530612244897,0.02040816326530612,0.10204081632653061,0.0,0.10204081632653061,0.08163265306122448,0.0,0.15306122448979592,0.01020408163265306,0.04081632653061224,0.04081632653061224,0.10204081632653061,0.09183673469387756,0.08163265306122448,0.12244897959183673,0.17346938775510204,0.14285714285714285,0.0,0.11224489795918367,0.030612244897959183,0.14285714285714285,0.061224489795918366,0.08163265306122448,0.16326530612244897,0.0,0.08163265306122448,0.01020408163265306,0.0,0.0,0.0,0.01020408163265306,0.0,0.08163265306122448,0.0,0.12244897959183673,0.0,0.1326530612244898,0.05102040816326531,0.01020408163265306,0.0,0.04081632653061224,0.0,0.02040816326530612,1.0,0.030612244897959183,0.030612244897959183,0.061224489795918366,0.030612244897959183,0.0,0.030612244897959183,0.04081632653061224,0.0,0.02040816326530612,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,[]
102,Clandestina X LavenderFive,9,2,0,2,0,13,13,98,3,3,0.23076923076923078,0.23076923076923078,0.1326530612244898,0,0.04081632653061224,0.05102040816326531,0.02040816326530612,0.02040816326530612,0.030612244897959183,0.07142857142857142,0.05102040816326531,0.05102040816326531,0.0,0.02040816326530612,0.030612244897959183,0.02040816326530612,0.07142857142857142,0.0,0.0,0.0,0.04081632653061224,0.030612244897959183,0.0,0.0,0.05102040816326531,0.030612244897959183,0.030612244897959183,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04081632653061224,0.030612244897959183,0.0,0.0,0.0,0.030612244897959183,0.04081632653061224,0.05102040816326531,0.0,0.0,0.0,0.01020408163265306,0.061224489795918366,0.0,0.0,0.01020408163265306,0.061224489795918366,0.0,0.04081632653061224,0.01020408163265306,0.0,0.0,0.0,0.07142857142857142,0.0,0.030612244897959183,0.030612244897959183,0.01020408163265306,0.04081632653061224,0.0,0.07142857142857142,0.05102040816326531,0.0,0.07142857142857142,0.0,0.04081632653061224,0.0,0.0,0.02040816326530612,0.04081632653061224,0.02040816326530612,0.061224489795918366,0.061224489795918366,0.0,0.030612244897959183,0.0,0.05102040816326531,0.04081632653061224,0.05102040816326531,0.061224489795918366,0.0,0.04081632653061224,0.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.02040816326530612,0.01020408163265306,0.01020408163265306,0.0,0.030612244897959183,0.0,0.01020408163265306,0.030612244897959183,1.0,0.030612244897959183,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
103,Astrovault,4,2,0,2,0,8,8,98,2,8,0.25,1.0,0.08163265306122448,5,0.02040816326530612,0.030612244897959183,0.0,0.01020408163265306,0.02040816326530612,0.05102040816326531,0.02040816326530612,0.030612244897959183,0.0,0.0,0.030612244897959183,0.030612244897959183,0.02040816326530612,0.0,0.0,0.0,0.04081632653061224,0.01020408163265306,0.0,0.0,0.030612244897959183,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.0,0.0,0.02040816326530612,0.02040816326530612,0.0,0.0,0.0,0.0,0.030612244897959183,0.02040816326530612,0.0,0.0,0.0,0.01020408163265306,0.030612244897959183,0.0,0.0,0.02040816326530612,0.030612244897959183,0.0,0.01020408163265306,0.02040816326530612,0.0,0.0,0.0,0.030612244897959183,0.0,0.01020408163265306,0.04081632653061224,0.0,0.0,0.0,0.030612244897959183,0.01020408163265306,0.0,0.02040816326530612,0.0,0.01020408163265306,0.0,0.01020408163265306,0.02040816326530612,0.030612244897959183,0.02040816326530612,0.030612244897959183,0.030612244897959183,0.0,0.02040816326530612,0.0,0.04081632653061224,0.01020408163265306,0.02040816326530612,0.030612244897959183,0.0,0.030612244897959183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04081632653061224,0.0,0.030612244897959183,0.01020408163265306,0.0,0.0,0.01020408163265306,0.0,0.0,0.030612244897959183,0.030612244897959183,1.0,0.02040816326530612,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
104,shutting down 114,16,2,0,2,0,20,20,98,15,13,0.75,0.65,0.20408163265306123,0,0.1326530612244898,0.17346938775510204,0.07142857142857142,0.15306122448979592,0.07142857142857142,0.10204081632653061,0.1326530612244898,0.16326530612244897,0.0,0.05102040816326531,0.14285714285714285,0.12244897959183673,0.11224489795918367,0.07142857142857142,0.0,0.0,0.11224489795918367,0.0,0.0,0.0,0.17346938775510204,0.10204081632653061,0.02040816326530612,0.09183673469387756,0.0,0.0,0.0,0.08163265306122448,0.01020408163265306,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.02040816326530612,0.12244897959183673,0.1326530612244898,0.0,0.0,0.02040816326530612,0.01020408163265306,0.12244897959183673,0.0,0.02040816326530612,0.061224489795918366,0.14285714285714285,0.0,0.07142857142857142,0.01020408163265306,0.0,0.08163265306122448,0.02040816326530612,0.12244897959183673,0.02040816326530612,0.04081632653061224,0.15306122448979592,0.02040816326530612,0.030612244897959183,0.0,0.08163265306122448,0.07142857142857142,0.0,0.1326530612244898,0.0,0.01020408163265306,0.05102040816326531,0.10204081632653061,0.01020408163265306,0.05102040816326531,0.061224489795918366,0.17346938775510204,0.14285714285714285,0.0,0.04081632653061224,0.04081632653061224,0.16326530612244897,0.01020408163265306,0.030612244897959183,0.15306122448979592,0.0,0.061224489795918366,0.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.1326530612244898,0.0,0.09183673469387756,0.0,0.14285714285714285,0.07142857142857142,0.01020408163265306,0.0,0.0,0.0,0.061224489795918366,0.061224489795918366,0.01020408163265306,0.02040816326530612,1.0,0.04081632653061224,0.01020408163265306,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
105,Avaulto,12,0,0,0,0,12,12,98,9,8,0.75,0.6666666666666666,0.12244897959183673,0,0.10204081632653061,0.07142857142857142,0.0,0.07142857142857142,0.02040816326530612,0.061224489795918366,0.07142857142857142,0.11224489795918367,0.0,0.07142857142857142,0.05102040816326531,0.05102040816326531,0.08163265306122448,0.02040816326530612,0.01020408163265306,0.0,0.05102040816326531,0.01020408163265306,0.0,0.01020408163265306,0.08163265306122448,0.061224489795918366,0.030612244897959183,0.08163265306122448,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.01020408163265306,0.0,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.02040816326530612,0.061224489795918366,0.07142857142857142,0.0,0.0,0.0,0.01020408163265306,0.061224489795918366,0.030612244897959183,0.01020408163265306,0.030612244897959183,0.030612244897959183,0.0,0.04081632653061224,0.0,0.01020408163265306,0.05102040816326531,0.030612244897959183,0.08163265306122448,0.0,0.04081632653061224,0.061224489795918366,0.030612244897959183,0.0,0.0,0.04081632653061224,0.04081632653061224,0.0,0.061224489795918366,0.02040816326530612,0.01020408163265306,0.05102040816326531,0.04081632653061224,0.0,0.030612244897959183,0.01020408163265306,0.09183673469387756,0.08163265306122448,0.0,0.02040816326530612,0.05102040816326531,0.09183673469387756,0.0,0.0,0.12244897959183673,0.01020408163265306,0.030612244897959183,0.0,0.0,0.0,0.0,0.0,0.0,0.05102040816326531,0.0,0.07142857142857142,0.0,0.05102040816326531,0.05102040816326531,0.0,0.0,0.0,0.0,0.030612244897959183,0.030612244897959183,0.0,0.01020408163265306,0.04081632653061224,1.0,0.02040816326530612,0.02040816326530612,0.05102040816326531,0.02040816326530612,0.0,0.0,0.0,0.01020408163265306,0.0,0.01020408163265306,0.01020408163265306,0.0,0.0,[]
106,urtv72k9,2,0,0,0,0,2,2,98,1,1,0.5,0.5,0.02040816326530612,0,0.01020408163265306,0.01020408163265306,0.0,0.01020408163265306,0.0,0.01020408163265306,0.01020408163265306,0.02040816326530612,0.0,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.0,0.02040816326530612,0.0,0.01020408163265306,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01020408163265306,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.0,0.0,0.01020408163265306,0.0,0.0,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,0.01020408163265306,0.0,0.0,0.0,0.02040816326530612,0.01020408163265306,0.0,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01020408163265306,0.01020408163265306,0.0,0.0,0.0,0.01020408163265306,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.01020408163265306,0.0,0.01020408163265306,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01020408163265306,0.02040816326530612,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
107, ActiListio DApp,32,3,0,4,0,39,39,98,25,5,0.6410256410256411,0.1282051282051282,0.3979591836734694,0,0.21428571428571427,0.24489795918367346,0.01020408163265306,0.2755102040816326,0.030612244897959183,0.17346938775510204,0.09183673469387756,0.2857142857142857,0.0,0.23469387755102042,0.19387755102040816,0.17346938775510204,0.22448979591836735,0.19387755102040816,0.1836734693877551,0.0,0.2755102040816326,0.01020408163265306,0.0,0.09183673469387756,0.01020408163265306,0.04081632653061224,0.05102040816326531,0.2857142857142857,0.19387755102040816,0.07142857142857142,0.04081632653061224,0.030612244897959183,0.0,0.05102040816326531,0.19387755102040816,0.05102040816326531,0.23469387755102042,0.22448979591836735,0.04081632653061224,0.0,0.0,0.1836734693877551,0.07142857142857142,0.08163265306122448,0.030612244897959183,0.0,0.01020408163265306,0.0,0.22448979591836735,0.030612244897959183,0.0,0.07142857142857142,0.04081632653061224,0.061224489795918366,0.07142857142857142,0.01020408163265306,0.10204081632653061,0.061224489795918366,0.10204081632653061,0.2653061224489796,0.0,0.05102040816326531,0.2653061224489796,0.030612244897959183,0.030612244897959183,0.11224489795918367,0.030612244897959183,0.01020408163265306,0.0,0.17346938775510204,0.030612244897959183,0.0,0.1326530612244898,0.1836734693877551,0.0,0.04081632653061224,0.07142857142857142,0.11224489795918367,0.061224489795918366,0.0,0.05102040816326531,0.061224489795918366,0.25510204081632654,0.0,0.01020408163265306,0.24489795918367346,0.0,0.0,0.0,0.04081632653061224,0.14285714285714285,0.0,0.0,0.0,0.21428571428571427,0.0,0.21428571428571427,0.0,0.01020408163265306,0.12244897959183673,0.0,0.0,0.0,0.0,0.04081632653061224,0.030612244897959183,0.0,0.0,0.0,0.02040816326530612,0.0,1.0,0.21428571428571427,0.04081632653061224,0.07142857142857142,0.01020408163265306,0.01020408163265306,0.061224489795918366,0.12244897959183673,0.04081632653061224,0.030612244897959183,0.030612244897959183,0.02040816326530612,[]
108,Finacash,38,2,1,7,0,48,48,98,35,13,0.7291666666666666,0.2708333333333333,0.4897959183673469,0,0.37755102040816324,0.3469387755102041,0.01020408163265306,0.3673469387755102,0.04081632653061224,0.24489795918367346,0.14285714285714285,0.3877551020408163,0.0,0.29591836734693877,0.2755102040816326,0.2755102040816326,0.25510204081632654,0.32653061224489793,0.20408163265306123,0.0,0.3163265306122449,0.0,0.0,0.09183673469387756,0.07142857142857142,0.11224489795918367,0.04081632653061224,0.336734693877551,0.1836734693877551,0.05102040816326531,0.05102040816326531,0.1326530612244898,0.0,0.05102040816326531,0.19387755102040816,0.061224489795918366,0.37755102040816324,0.3673469387755102,0.02040816326530612,0.0,0.0,0.22448979591836735,0.12244897959183673,0.1836734693877551,0.030612244897959183,0.0,0.02040816326530612,0.0,0.32653061224489793,0.030612244897959183,0.0,0.1836734693877551,0.11224489795918367,0.061224489795918366,0.15306122448979592,0.030612244897959183,0.14285714285714285,0.17346938775510204,0.12244897959183673,0.35714285714285715,0.02040816326530612,0.11224489795918367,0.37755102040816324,0.02040816326530612,0.05102040816326531,0.08163265306122448,0.02040816326530612,0.02040816326530612,0.0,0.24489795918367346,0.05102040816326531,0.01020408163265306,0.14285714285714285,0.24489795918367346,0.04081632653061224,0.030612244897959183,0.14285714285714285,0.25510204081632654,0.14285714285714285,0.0,0.030612244897959183,0.1326530612244898,0.3673469387755102,0.0,0.0,0.3469387755102041,0.01020408163265306,0.08163265306122448,0.0,0.061224489795918366,0.1836734693877551,0.0,0.0,0.0,0.2755102040816326,0.0,0.24489795918367346,0.0,0.04081632653061224,0.10204081632653061,0.0,0.0,0.0,0.0,0.08163265306122448,0.04081632653061224,0.0,0.0,0.07142857142857142,0.05102040816326531,0.0,0.21428571428571427,1.0,0.05102040816326531,0.061224489795918366,0.02040816326530612,0.01020408163265306,0.07142857142857142,0.1326530612244898,0.061224489795918366,0.030612244897959183,0.030612244897959183,0.0,[]
109,MathWallet  Fenbushi,4,2,0,0,0,6,6,98,5,3,0.8333333333333334,0.5,0.061224489795918366,0,0.04081632653061224,0.04081632653061224,0.0,0.05102040816326531,0.0,0.04081632653061224,0.02040816326530612,0.04081632653061224,0.0,0.05102040816326531,0.05102040816326531,0.05102040816326531,0.061224489795918366,0.04081632653061224,0.02040816326530612,0.0,0.05102040816326531,0.0,0.0,0.01020408163265306,0.01020408163265306,0.02040816326530612,0.01020408163265306,0.061224489795918366,0.02040816326530612,0.0,0.0,0.01020408163265306,0.0,0.0,0.04081632653061224,0.01020408163265306,0.04081632653061224,0.05102040816326531,0.0,0.0,0.0,0.02040816326530612,0.01020408163265306,0.02040816326530612,0.0,0.0,0.0,0.0,0.04081632653061224,0.0,0.0,0.0,0.04081632653061224,0.02040816326530612,0.01020408163265306,0.0,0.030612244897959183,0.01020408163265306,0.02040816326530612,0.05102040816326531,0.0,0.01020408163265306,0.05102040816326531,0.0,0.01020408163265306,0.0,0.0,0.0,0.0,0.04081632653061224,0.01020408163265306,0.01020408163265306,0.04081632653061224,0.02040816326530612,0.0,0.01020408163265306,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.0,0.01020408163265306,0.02040816326530612,0.061224489795918366,0.0,0.0,0.05102040816326531,0.01020408163265306,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.05102040816326531,0.0,0.04081632653061224,0.0,0.0,0.01020408163265306,0.0,0.0,0.0,0.0,0.030612244897959183,0.0,0.0,0.0,0.0,0.02040816326530612,0.0,0.04081632653061224,0.05102040816326531,1.0,0.0,0.0,0.0,0.01020408163265306,0.030612244897959183,0.01020408163265306,0.01020408163265306,0.0,0.0,[]
110,Lotus,9,1,1,0,0,11,11,98,7,11,0.6363636363636364,1.0,0.11224489795918367,2,0.09183673469387756,0.05102040816326531,0.0,0.08163265306122448,0.01020408163265306,0.02040816326530612,0.05102040816326531,0.09183673469387756,0.0,0.05102040816326531,0.05102040816326531,0.01020408163265306,0.030612244897959183,0.061224489795918366,0.02040816326530612,0.0,0.08163265306122448,0.0,0.0,0.061224489795918366,0.0,0.02040816326530612,0.02040816326530612,0.10204081632653061,0.0,0.0,0.0,0.04081632653061224,0.0,0.0,0.04081632653061224,0.0,0.08163265306122448,0.07142857142857142,0.0,0.0,0.0,0.05102040816326531,0.02040816326530612,0.04081632653061224,0.02040816326530612,0.0,0.01020408163265306,0.0,0.07142857142857142,0.0,0.0,0.07142857142857142,0.02040816326530612,0.0,0.030612244897959183,0.0,0.04081632653061224,0.061224489795918366,0.01020408163265306,0.10204081632653061,0.01020408163265306,0.030612244897959183,0.07142857142857142,0.01020408163265306,0.02040816326530612,0.0,0.0,0.0,0.0,0.01020408163265306,0.02040816326530612,0.0,0.02040816326530612,0.09183673469387756,0.0,0.0,0.01020408163265306,0.08163265306122448,0.02040816326530612,0.0,0.01020408163265306,0.030612244897959183,0.05102040816326531,0.0,0.0,0.08163265306122448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08163265306122448,0.0,0.05102040816326531,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.061224489795918366,0.0,1.0,0.02040816326530612,0.01020408163265306,0.04081632653061224,0.02040816326530612,0.0,0.0,0.0,0.0,[]
111,CosmoBook  please redelegate,2,0,0,0,0,2,2,98,2,2,1.0,1.0,0.02040816326530612,2,0.02040816326530612,0.01020408163265306,0.0,0.02040816326530612,0.0,0.01020408163265306,0.01020408163265306,0.02040816326530612,0.0,0.02040816326530612,0.02040816326530612,0.01020408163265306,0.01020408163265306,0.02040816326530612,0.0,0.0,0.01020408163265306,0.0,0.0,0.01020408163265306,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.02040816326530612,0.0,0.02040816326530612,0.02040816326530612,0.0,0.0,0.0,0.02040816326530612,0.0,0.01020408163265306,0.0,0.0,0.01020408163265306,0.0,0.01020408163265306,0.0,0.0,0.02040816326530612,0.01020408163265306,0.0,0.02040816326530612,0.0,0.02040816326530612,0.02040816326530612,0.01020408163265306,0.02040816326530612,0.0,0.02040816326530612,0.01020408163265306,0.0,0.01020408163265306,0.0,0.0,0.0,0.0,0.01020408163265306,0.01020408163265306,0.0,0.01020408163265306,0.02040816326530612,0.0,0.0,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.0,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,0.0,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.01020408163265306,0.02040816326530612,0.0,0.02040816326530612,1.0,0.01020408163265306,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,[]
112,Lorem Ipsum Metaverse,1,0,0,0,0,1,1,98,1,1,1.0,1.0,0.01020408163265306,2,0.01020408163265306,0.01020408163265306,0.0,0.01020408163265306,0.0,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.0,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.0,0.0,0.01020408163265306,0.0,0.0,0.01020408163265306,0.0,0.0,0.0,0.01020408163265306,0.0,0.0,0.0,0.01020408163265306,0.0,0.0,0.01020408163265306,0.0,0.01020408163265306,0.01020408163265306,0.0,0.0,0.0,0.01020408163265306,0.0,0.01020408163265306,0.0,0.0,0.01020408163265306,0.0,0.01020408163265306,0.0,0.0,0.01020408163265306,0.01020408163265306,0.0,0.01020408163265306,0.0,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.0,0.01020408163265306,0.01020408163265306,0.0,0.01020408163265306,0.0,0.0,0.0,0.0,0.01020408163265306,0.01020408163265306,0.0,0.0,0.01020408163265306,0.0,0.0,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.0,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.0,0.0,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.01020408163265306,0.01020408163265306,0.0,0.01020408163265306,0.01020408163265306,1.0,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,[]
