,voter,yes,no,veto,abstain,no_vote,valid_votes,total_votes,proposal_num,overall_match,cluster_match,overall_match_rate,cluster_match_rate,participation_rate,cluster_label,Chainflow,Imperatorco, AutoStake  Slash Protected,StakeWithUs,Simply Staking,StakeLabzone,SpacePotato,Vitwit Previously Witval,SG1,Chorus One,Forbole,POSTHUMAN  StakeDrop,Ping,0basevc,Smart Stake , block pane ,WhisperNode ,a41,Stakyio,Kahuna,16psyche,Nocturnal Labs,decentralizehk  DHK dao,Kalia Network,ECO Stake ,NosNode,Citadelone,Informal Systems, LavenderFive Nodes ,Frens ,Cosmostation,Kleomedes,OmniFlix Network,GATA HUB,hydrogen18,Coinage x DAIC,Stakecito,Meria,BronBro,Cypher Core,ChainLayer,Active Nodes,DACM,strangelove,ushakov,c29r3,Allnodes,PoS Node,Tedcryptoio   TedLotto,kooltek68,CroutonDigital,coaction,EZ Staking,Stakin,notional,WeStaking,SmartNodes  Slash Protected,Yurbason,Neta DAO,Chandra Station,Stake Frites  ,Decloud Nodes Lab,HashKey Cloud,chainvibes,Consensus One,Stakewollecom  Autocompound,Wetez,Architect Nodes,HEXXAGON,DECOMISSIONED AUDITone,Army IDs,Bit Cat,Easy 2 Stake,Nodeasycom,jetlife,Bliss Dynamics,Sikka,PLEASE REDELEGATECLOSED,SNZPool,Autonomy  Formerly PrithviDevs ,Baset,Huobi,ChainodeTech,kano,Cosmic Validator  Auto Compound,ValidatorNode,UNDELEGATE FROM HERE,stakezone,gunray,Bi23,Psycho Node,Bitoven,Komichaincom,BoxedCloudnet,MANTRA,eol,cosmosrescue,SkyNet  Validators,Cosmonaut Stakes AKT,Dwebnet,DLINODESCOM,GlacierLuo,Domination Finance,Arcturian Tech,Akash Af,ALTER  pathrocknetwork,decommissioned,BridgeTower,Dora Factory PGS,MedasDigital,STAKINOLD,Cloudmos,Former Moultrie Audits Inactive,MOVING TO NAKANODOXYZ,VaultStaking,TRGC By Liquify,astravoyage,Anonstake, polkachucom,kavalabs,AGE Network,acheron,Octopos,shepaintedfireacrossthesky,monolith,SHEA Staking,Dorminik,UNBONDING,Inactive pls undelegate,GreenStake One,inactive,Oni   Stake for BoostDrop ,Praetor App,0xDEADBEEF,w3coins,Vixello,Aurora Staking ,50 Validator  Airdrop,Passage,NoDumpNode,Jormungand  0y,INACTIVE Please Redelegate  Trivium  TriviumNetwork,StakeSeeker by BTCS,Crypto Lab Tech,europlots, CryptoCrew Validators,Quasarch,Ariel Akash Insider  Powered by NextNetWorks,Atomstaking,black lodge,SHUTTING DOWN,Crypto and Coffee,FoundryUSA,OGnome,Defi Dojo Validation,high_similarity_voters
48,Tedcryptoio   TedLotto,25,2,0,2,0,29,29,50,27,28,0.9310344827586207,0.9655172413793104,0.58,1,0.32,0.26,0.4,0.34,0.28,0.1,0.18,0.48,0.06,0.56,0.22,0.48,0.12,0.56,0.18,0.0,0.42,0.0,0.0,0.2,0.38,0.5,0.42,0.5,0.54,0.36,0.34,0.28,0.42,0.24,0.54,0.34,0.24,0.36,0.0,0.24,0.52,0.46,0.0,0.38,0.32,0.52,0.28,0.36,0.0,0.48,0.46,0.52,1.0,0.26,0.16,0.0,0.24,0.32,0.1,0.38,0.0,0.0,0.52,0.08,0.46,0.46,0.02,0.54,0.0,0.5,0.06,0.04,0.0,0.0,0.56,0.1,0.36,0.32,0.0,0.38,0.02,0.0,0.0,0.3,0.0,0.0,0.28,0.0,0.44,0.56,0.0,0.02,0.0,0.28,0.0,0.32,0.42,0.08,0.0,0.0,0.22,0.02,0.34,0.02,0.0,0.0,0.0,0.22,0.2,0.16,0.0,0.3,0.3,0.0,0.0,0.52,0.0,0.0,0.0,0.08,0.0,0.52,0.52,0.04,0.06,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.04,0.0,0.0,0.3,0.44,0.0,0.42,0.18,0.36,0.48,0.0,0.42,0.32,0.0,0.06,0.3,0.52,0.0,0.44,0.08,0.5,0.06,0.0,0.24,0.32,0.02,0.14,[]
49,kooltek68,21,0,0,0,0,21,21,50,18,19,0.8571428571428571,0.9047619047619048,0.42,2,0.26,0.24,0.34,0.32,0.28,0.14,0.18,0.28,0.06,0.38,0.24,0.3,0.08,0.38,0.08,0.02,0.18,0.0,0.0,0.04,0.24,0.28,0.26,0.34,0.34,0.28,0.32,0.22,0.28,0.0,0.34,0.16,0.22,0.22,0.0,0.04,0.34,0.28,0.0,0.28,0.24,0.34,0.22,0.14,0.02,0.24,0.28,0.34,0.26,1.0,0.0,0.02,0.14,0.3,0.16,0.26,0.0,0.0,0.3,0.1,0.36,0.32,0.02,0.36,0.0,0.36,0.14,0.0,0.0,0.02,0.34,0.16,0.2,0.24,0.06,0.3,0.02,0.02,0.0,0.2,0.0,0.04,0.16,0.0,0.26,0.36,0.0,0.06,0.0,0.2,0.04,0.2,0.3,0.14,0.0,0.02,0.0,0.08,0.26,0.02,0.0,0.0,0.0,0.0,0.06,0.14,0.0,0.3,0.26,0.0,0.02,0.3,0.02,0.02,0.04,0.16,0.0,0.32,0.34,0.04,0.06,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.12,0.0,0.0,0.1,0.32,0.0,0.26,0.12,0.18,0.26,0.02,0.32,0.18,0.0,0.1,0.18,0.28,0.0,0.26,0.06,0.28,0.06,0.0,0.1,0.14,0.0,0.0,[]
50,CroutonDigital,7,1,0,0,0,8,8,50,8,8,1.0,1.0,0.16,7,0.04,0.04,0.06,0.02,0.02,0.0,0.08,0.14,0.0,0.16,0.04,0.14,0.02,0.16,0.06,0.0,0.16,0.0,0.0,0.06,0.14,0.14,0.14,0.16,0.16,0.06,0.06,0.02,0.08,0.16,0.16,0.06,0.02,0.08,0.0,0.12,0.16,0.14,0.0,0.08,0.1,0.16,0.12,0.16,0.0,0.16,0.14,0.16,0.16,0.0,1.0,0.0,0.06,0.06,0.0,0.1,0.0,0.0,0.16,0.0,0.14,0.16,0.0,0.16,0.0,0.16,0.0,0.04,0.0,0.0,0.16,0.0,0.08,0.08,0.0,0.06,0.0,0.0,0.0,0.08,0.0,0.0,0.06,0.0,0.14,0.16,0.0,0.0,0.0,0.1,0.0,0.06,0.12,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.06,0.02,0.0,0.02,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.14,0.16,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.12,0.04,0.14,0.14,0.0,0.12,0.14,0.0,0.0,0.1,0.16,0.0,0.1,0.0,0.14,0.0,0.0,0.12,0.16,0.02,0.14,[]
51,coaction,1,1,0,0,0,2,2,50,1,1,0.5,0.5,0.04,5,0.0,0.04,0.04,0.02,0.02,0.02,0.0,0.02,0.02,0.02,0.04,0.04,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.02,0.02,0.04,0.02,0.02,0.04,0.02,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.02,0.04,0.02,0.0,0.0,0.02,0.04,0.02,0.0,0.02,0.0,1.0,0.0,0.04,0.02,0.02,0.0,0.0,0.02,0.02,0.04,0.04,0.0,0.02,0.0,0.04,0.02,0.0,0.0,0.0,0.02,0.02,0.02,0.02,0.0,0.04,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.02,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.04,0.0,0.02,0.0,0.0,0.02,0.0,0.04,0.04,0.0,0.0,0.0,0.04,0.0,0.04,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,[]
52,EZ Staking,14,3,0,10,0,27,27,50,16,16,0.5925925925925926,0.5925925925925926,0.54,7,0.26,0.24,0.26,0.34,0.24,0.04,0.2,0.24,0.08,0.3,0.16,0.26,0.06,0.32,0.24,0.0,0.28,0.0,0.0,0.16,0.24,0.26,0.28,0.32,0.32,0.24,0.3,0.16,0.3,0.12,0.36,0.14,0.2,0.26,0.0,0.12,0.28,0.24,0.0,0.24,0.28,0.32,0.12,0.22,0.02,0.28,0.28,0.28,0.24,0.14,0.06,0.0,1.0,0.2,0.02,0.2,0.02,0.0,0.28,0.08,0.28,0.26,0.04,0.36,0.0,0.3,0.0,0.0,0.0,0.0,0.34,0.04,0.3,0.2,0.06,0.3,0.0,0.04,0.02,0.18,0.0,0.02,0.22,0.0,0.36,0.28,0.02,0.06,0.0,0.16,0.02,0.22,0.28,0.0,0.0,0.02,0.1,0.06,0.22,0.02,0.0,0.0,0.02,0.14,0.1,0.14,0.0,0.12,0.16,0.0,0.04,0.32,0.04,0.02,0.04,0.04,0.02,0.28,0.32,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.06,0.0,0.0,0.22,0.32,0.0,0.26,0.16,0.26,0.24,0.02,0.3,0.16,0.02,0.06,0.12,0.28,0.0,0.26,0.06,0.28,0.0,0.0,0.16,0.18,0.0,0.06,[]
53,Stakin,30,3,1,13,0,47,47,50,30,27,0.6382978723404256,0.574468085106383,0.94,7,0.28,0.62,0.62,0.46,0.46,0.28,0.24,0.38,0.08,0.6,0.46,0.44,0.1,0.62,0.38,0.12,0.22,0.0,0.0,0.06,0.4,0.48,0.44,0.54,0.62,0.46,0.48,0.38,0.44,0.06,0.56,0.32,0.38,0.32,0.04,0.08,0.46,0.5,0.0,0.48,0.46,0.64,0.32,0.18,0.04,0.44,0.4,0.46,0.32,0.3,0.06,0.04,0.2,1.0,0.4,0.5,0.0,0.0,0.54,0.26,0.54,0.48,0.02,0.58,0.02,0.58,0.26,0.08,0.0,0.04,0.54,0.2,0.38,0.36,0.18,0.48,0.0,0.04,0.0,0.4,0.0,0.06,0.3,0.0,0.54,0.58,0.0,0.1,0.0,0.48,0.1,0.58,0.54,0.1,0.0,0.04,0.08,0.06,0.34,0.02,0.0,0.0,0.0,0.06,0.08,0.18,0.0,0.4,0.28,0.0,0.1,0.52,0.02,0.06,0.1,0.32,0.0,0.48,0.62,0.1,0.08,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.3,0.0,0.0,0.1,0.54,0.0,0.4,0.16,0.2,0.42,0.04,0.52,0.36,0.02,0.14,0.2,0.4,0.06,0.38,0.06,0.34,0.06,0.0,0.14,0.18,0.0,0.04,"['Imperatorco', ' AutoStake  Slash Protected', 'Chorus One', '0basevc', 'ECO Stake ', 'Active Nodes', ' polkachucom']"
54,notional,19,4,1,0,0,24,24,50,21,21,0.875,0.875,0.48,1,0.08,0.3,0.38,0.26,0.3,0.24,0.16,0.16,0.06,0.36,0.34,0.18,0.02,0.44,0.14,0.12,0.0,0.0,0.0,0.0,0.24,0.26,0.22,0.32,0.42,0.3,0.22,0.34,0.26,0.0,0.34,0.12,0.28,0.04,0.04,0.0,0.22,0.26,0.0,0.26,0.28,0.42,0.2,0.0,0.06,0.24,0.14,0.24,0.1,0.16,0.0,0.02,0.02,0.4,1.0,0.36,0.0,0.0,0.36,0.22,0.34,0.28,0.0,0.36,0.02,0.38,0.24,0.0,0.0,0.04,0.34,0.18,0.18,0.16,0.18,0.32,0.0,0.06,0.0,0.22,0.0,0.04,0.14,0.0,0.28,0.36,0.0,0.12,0.0,0.3,0.08,0.36,0.34,0.1,0.0,0.06,0.0,0.08,0.16,0.0,0.02,0.02,0.0,0.0,0.0,0.04,0.0,0.32,0.1,0.0,0.12,0.28,0.02,0.08,0.1,0.26,0.0,0.22,0.42,0.08,0.04,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.3,0.02,0.02,0.0,0.32,0.0,0.16,0.04,0.04,0.2,0.02,0.3,0.16,0.0,0.12,0.08,0.16,0.0,0.2,0.02,0.12,0.08,0.0,0.0,0.0,0.0,0.0,[]
55,WeStaking,35,1,1,0,0,37,37,50,35,35,0.9459459459459459,0.9459459459459459,0.74,3,0.28,0.42,0.54,0.46,0.44,0.26,0.2,0.44,0.12,0.64,0.42,0.46,0.12,0.72,0.2,0.1,0.32,0.0,0.02,0.12,0.48,0.5,0.48,0.58,0.7,0.48,0.38,0.42,0.46,0.18,0.64,0.28,0.42,0.28,0.04,0.18,0.48,0.54,0.0,0.48,0.48,0.66,0.42,0.28,0.06,0.52,0.46,0.58,0.38,0.26,0.1,0.02,0.2,0.5,0.36,1.0,0.0,0.0,0.58,0.24,0.58,0.5,0.04,0.62,0.04,0.62,0.2,0.02,0.0,0.06,0.66,0.24,0.38,0.42,0.18,0.48,0.02,0.06,0.02,0.42,0.02,0.08,0.36,0.02,0.54,0.7,0.0,0.16,0.02,0.5,0.06,0.5,0.54,0.12,0.0,0.06,0.18,0.08,0.32,0.0,0.02,0.02,0.0,0.16,0.14,0.24,0.0,0.38,0.24,0.0,0.1,0.52,0.02,0.08,0.08,0.24,0.0,0.5,0.66,0.1,0.08,0.02,0.02,0.0,0.02,0.02,0.24,0.02,0.26,0.02,0.02,0.24,0.56,0.0,0.42,0.16,0.26,0.44,0.02,0.5,0.38,0.0,0.12,0.22,0.46,0.0,0.46,0.06,0.44,0.04,0.0,0.2,0.2,0.02,0.1,"['Chorus One', '0basevc', 'ECO Stake ', 'Cosmostation', 'Active Nodes', 'chainvibes', 'Stakewollecom  Autocompound', 'Army IDs', 'ValidatorNode', ' polkachucom']"
56,SmartNodes  Slash Protected,1,0,0,0,0,1,1,50,1,1,1.0,1.0,0.02,1,0.02,0.0,0.02,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,0.02,0.02,0.0,0.02,0.02,0.02,0.0,0.02,0.02,0.0,0.02,0.02,0.02,0.02,0.0,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,0.02,0.02,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
57,Yurbason,0,0,0,0,50,0,50,50,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.06,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.34,0.04,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.28,0.0,0.16,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.08,0.34,0.82,0.02,0.2,0.84,1.0,0.92,0.76,0.86,0.36,0.98,0.94,0.84,0.82,0.42,0.32,0.3,0.24,0.12,0.16,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['a41', 'Psycho Node', 'BoxedCloudnet', 'MANTRA', 'eol', 'cosmosrescue', 'SkyNet  Validators', 'Dwebnet', 'DLINODESCOM', 'GlacierLuo', 'Domination Finance']"
58,Neta DAO,35,6,0,0,0,41,41,50,40,39,0.975609756097561,0.9512195121951219,0.82,1,0.34,0.42,0.62,0.52,0.5,0.2,0.26,0.54,0.08,0.7,0.46,0.58,0.12,0.76,0.22,0.12,0.44,0.0,0.0,0.2,0.58,0.66,0.54,0.74,0.8,0.5,0.4,0.5,0.54,0.24,0.7,0.3,0.4,0.34,0.06,0.24,0.66,0.62,0.0,0.56,0.48,0.8,0.4,0.38,0.04,0.64,0.54,0.66,0.52,0.3,0.16,0.02,0.28,0.54,0.36,0.58,0.0,0.0,1.0,0.26,0.68,0.66,0.02,0.74,0.02,0.78,0.16,0.04,0.0,0.0,0.72,0.16,0.48,0.46,0.12,0.58,0.02,0.02,0.0,0.4,0.0,0.04,0.36,0.0,0.56,0.74,0.0,0.06,0.0,0.48,0.1,0.48,0.62,0.12,0.0,0.0,0.22,0.06,0.4,0.02,0.0,0.0,0.0,0.22,0.2,0.22,0.0,0.48,0.3,0.0,0.04,0.66,0.0,0.0,0.08,0.26,0.0,0.62,0.82,0.12,0.08,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.26,0.0,0.0,0.32,0.68,0.0,0.46,0.22,0.4,0.52,0.02,0.66,0.5,0.0,0.12,0.3,0.6,0.0,0.58,0.1,0.54,0.08,0.0,0.26,0.32,0.02,0.14,"[' AutoStake  Slash Protected', 'Chorus One', '0basevc', 'Nocturnal Labs', 'Kalia Network', 'ECO Stake ', 'Cosmostation', 'Stakecito', 'Meria', 'Active Nodes', 'c29r3', 'PoS Node', 'Stake Frites  ', 'Decloud Nodes Lab', 'chainvibes', 'Stakewollecom  Autocompound', 'Army IDs', 'ValidatorNode', 'Komichaincom', 'Cloudmos', 'Anonstake', ' polkachucom', 'Praetor App', 'NoDumpNode', 'europlots']"
59,Chandra Station,13,6,0,2,0,21,21,50,17,18,0.8095238095238095,0.8571428571428571,0.42,1,0.12,0.22,0.28,0.26,0.3,0.16,0.16,0.2,0.06,0.26,0.28,0.16,0.04,0.32,0.12,0.08,0.08,0.0,0.0,0.06,0.2,0.24,0.2,0.24,0.38,0.14,0.18,0.24,0.18,0.02,0.3,0.06,0.26,0.06,0.06,0.06,0.2,0.2,0.0,0.24,0.26,0.36,0.22,0.06,0.04,0.22,0.12,0.2,0.08,0.1,0.0,0.02,0.08,0.26,0.22,0.24,0.0,0.0,0.26,1.0,0.26,0.2,0.0,0.32,0.02,0.34,0.12,0.0,0.0,0.06,0.32,0.06,0.24,0.16,0.12,0.24,0.02,0.06,0.0,0.22,0.0,0.08,0.2,0.0,0.24,0.28,0.04,0.06,0.0,0.22,0.14,0.2,0.32,0.06,0.0,0.06,0.02,0.04,0.08,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.22,0.1,0.0,0.08,0.26,0.08,0.04,0.08,0.22,0.0,0.22,0.32,0.12,0.1,0.0,0.0,0.0,0.02,0.0,0.08,0.0,0.24,0.0,0.0,0.08,0.32,0.0,0.1,0.08,0.08,0.18,0.0,0.2,0.22,0.0,0.06,0.06,0.14,0.0,0.2,0.08,0.12,0.02,0.0,0.06,0.06,0.0,0.0,[]
60,Stake Frites  ,36,7,1,0,0,44,44,50,38,37,0.8636363636363636,0.8409090909090909,0.88,0,0.34,0.44,0.6,0.56,0.52,0.24,0.32,0.52,0.12,0.72,0.44,0.56,0.12,0.74,0.22,0.12,0.42,0.0,0.0,0.2,0.52,0.58,0.52,0.7,0.76,0.48,0.48,0.46,0.6,0.2,0.68,0.28,0.44,0.36,0.02,0.22,0.72,0.58,0.0,0.52,0.5,0.76,0.46,0.34,0.02,0.58,0.56,0.66,0.46,0.36,0.14,0.04,0.28,0.54,0.34,0.58,0.0,0.0,0.68,0.26,1.0,0.62,0.02,0.72,0.02,0.78,0.2,0.04,0.0,0.04,0.72,0.16,0.44,0.4,0.18,0.64,0.02,0.06,0.0,0.52,0.0,0.06,0.4,0.0,0.58,0.72,0.0,0.12,0.0,0.48,0.1,0.44,0.62,0.14,0.0,0.04,0.18,0.08,0.36,0.02,0.0,0.0,0.0,0.18,0.18,0.22,0.0,0.38,0.3,0.0,0.1,0.72,0.02,0.06,0.12,0.26,0.0,0.62,0.78,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.26,0.0,0.0,0.3,0.64,0.0,0.5,0.2,0.38,0.52,0.02,0.64,0.42,0.0,0.1,0.26,0.56,0.0,0.52,0.1,0.5,0.08,0.0,0.24,0.32,0.02,0.12,"[' AutoStake  Slash Protected', 'Chorus One', '0basevc', 'Kalia Network', 'ECO Stake ', ' LavenderFive Nodes ', 'Cosmostation', 'Stakecito', 'Active Nodes', 'PoS Node', 'Neta DAO', 'Decloud Nodes Lab', 'chainvibes', 'Stakewollecom  Autocompound', 'Army IDs', 'Bliss Dynamics', 'ValidatorNode', 'Komichaincom', 'Cloudmos', 'Anonstake', ' polkachucom', 'Praetor App', 'NoDumpNode']"
61,Decloud Nodes Lab,30,5,0,1,0,36,36,50,34,30,0.9444444444444444,0.8333333333333334,0.72,4,0.36,0.44,0.52,0.46,0.42,0.18,0.24,0.46,0.08,0.62,0.4,0.54,0.1,0.66,0.22,0.08,0.4,0.0,0.0,0.16,0.5,0.6,0.46,0.68,0.68,0.48,0.38,0.46,0.48,0.18,0.66,0.26,0.36,0.3,0.02,0.2,0.58,0.56,0.0,0.48,0.44,0.7,0.42,0.32,0.04,0.54,0.52,0.62,0.46,0.32,0.16,0.04,0.26,0.48,0.28,0.5,0.0,0.0,0.66,0.2,0.62,1.0,0.02,0.66,0.02,0.68,0.14,0.04,0.0,0.0,0.66,0.16,0.38,0.38,0.08,0.5,0.02,0.0,0.0,0.34,0.0,0.04,0.3,0.0,0.54,0.64,0.0,0.04,0.0,0.4,0.06,0.44,0.52,0.12,0.0,0.0,0.16,0.06,0.36,0.02,0.0,0.0,0.0,0.18,0.16,0.2,0.0,0.4,0.3,0.0,0.0,0.6,0.0,0.0,0.02,0.22,0.0,0.54,0.7,0.16,0.1,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.18,0.0,0.0,0.28,0.6,0.0,0.44,0.2,0.36,0.5,0.02,0.64,0.46,0.0,0.12,0.3,0.56,0.0,0.58,0.1,0.5,0.08,0.0,0.24,0.32,0.02,0.14,"['Chorus One', '0basevc', 'Nocturnal Labs', 'Kalia Network', 'ECO Stake ', 'Cosmostation', 'Active Nodes', 'PoS Node', 'Neta DAO', 'Stake Frites  ', 'chainvibes', 'Stakewollecom  Autocompound', 'Army IDs', 'ValidatorNode', 'Cloudmos', ' polkachucom', 'Praetor App', 'NoDumpNode']"
62,HashKey Cloud,3,0,0,0,17,3,20,50,3,8,0.15,0.4,0.06,7,0.04,0.04,0.06,0.02,0.04,0.02,0.04,0.02,0.02,0.02,0.04,0.02,0.0,0.06,0.0,0.0,0.02,0.34,0.02,0.0,0.04,0.02,0.04,0.02,0.04,0.04,0.04,0.0,0.04,0.0,0.04,0.02,0.02,0.02,0.02,0.18,0.02,0.02,0.0,0.04,0.04,0.02,0.04,0.02,0.1,0.16,0.02,0.02,0.02,0.02,0.0,0.0,0.04,0.02,0.0,0.04,0.02,0.34,0.02,0.0,0.02,0.02,1.0,0.08,0.0,0.02,0.0,0.0,0.02,0.02,0.06,0.04,0.02,0.04,0.02,0.04,0.14,0.02,0.32,0.04,0.16,0.04,0.04,0.18,0.04,0.06,0.02,0.06,0.08,0.16,0.28,0.08,0.14,0.3,0.34,0.26,0.3,0.26,0.24,0.34,0.32,0.32,0.36,0.3,0.28,0.26,0.2,0.1,0.14,0.08,0.02,0.04,0.0,0.02,0.02,0.02,0.02,0.02,0.04,0.02,0.02,0.02,0.02,0.0,0.02,0.02,0.04,0.0,0.0,0.0,0.0,0.06,0.02,0.0,0.02,0.02,0.0,0.02,0.0,0.02,0.04,0.0,0.0,0.02,0.02,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,[]
63,chainvibes,38,7,1,2,2,48,50,50,43,46,0.86,0.92,0.96,1,0.38,0.5,0.68,0.58,0.58,0.26,0.34,0.6,0.12,0.78,0.52,0.58,0.12,0.88,0.3,0.14,0.44,0.04,0.0,0.2,0.56,0.66,0.56,0.78,0.84,0.56,0.5,0.48,0.62,0.22,0.8,0.36,0.5,0.38,0.06,0.28,0.7,0.64,0.0,0.6,0.62,0.82,0.48,0.38,0.08,0.68,0.56,0.72,0.54,0.36,0.16,0.02,0.36,0.58,0.36,0.62,0.02,0.04,0.74,0.32,0.72,0.66,0.08,1.0,0.02,0.78,0.2,0.04,0.0,0.02,0.84,0.2,0.46,0.46,0.18,0.68,0.04,0.12,0.06,0.5,0.02,0.1,0.44,0.04,0.7,0.8,0.04,0.12,0.02,0.52,0.18,0.52,0.74,0.2,0.04,0.04,0.24,0.16,0.42,0.06,0.02,0.02,0.06,0.28,0.22,0.28,0.04,0.5,0.34,0.02,0.1,0.72,0.04,0.06,0.14,0.34,0.02,0.68,0.86,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.3,0.0,0.0,0.34,0.66,0.0,0.54,0.22,0.44,0.6,0.02,0.66,0.48,0.0,0.14,0.3,0.58,0.0,0.56,0.1,0.56,0.06,0.0,0.3,0.32,0.02,0.14,"[' AutoStake  Slash Protected', 'Vitwit Previously Witval', 'Chorus One', '0basevc', 'Nocturnal Labs', 'Kalia Network', 'ECO Stake ', ' LavenderFive Nodes ', 'Cosmostation', 'Stakecito', 'Meria', 'Cypher Core', 'ChainLayer', 'Active Nodes', 'c29r3', 'PoS Node', 'WeStaking', 'Neta DAO', 'Stake Frites  ', 'Decloud Nodes Lab', 'Stakewollecom  Autocompound', 'Army IDs', 'Bliss Dynamics', 'Cosmic Validator  Auto Compound', 'ValidatorNode', 'Komichaincom', 'Cloudmos', 'Anonstake', ' polkachucom', 'Praetor App', '50 Validator  Airdrop', 'NoDumpNode']"
64,Consensus One,2,0,0,0,0,2,2,50,1,1,0.5,0.5,0.04,1,0.02,0.0,0.0,0.0,0.02,0.04,0.0,0.0,0.02,0.02,0.02,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.02,0.0,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.0,0.02,0.0,0.04,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.0,0.0,0.02,0.02,0.02,0.02,0.0,0.02,1.0,0.02,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
